student_id,course_type,institute_tier,region,cgpa,internship_months,employer_tier,iqi,behavioral_activity_score,field_demand_score,macro_climate_index,monthly_emi,placed_3m,placed_6m,placed_12m,actual_salary
STU-2026-01091,MBA,D,Chennai,7.21,3,Startup,0.157,31,69,0.56,15000,0,0,1,56000
STU-2026-01092,Engineering,C,Mumbai,7.14,0,None,0.0,32,69,0.6,20000,0,0,0,44000
STU-2026-01093,Engineering,C,Delhi NCR,7.35,0,None,0.0,79,89,0.53,10000,0,0,1,36000
STU-2026-01094,MBA,B,Hyderabad,8.2,6,Startup,0.315,50,55,0.63,10000,0,0,1,74000
STU-2026-01095,Engineering,D,Bengaluru,6.59,1,Startup,0.052,42,64,0.44,20000,0,0,0,34000
STU-2026-01096,Engineering,A,Mumbai,8.67,0,None,0.0,60,87,0.64,20000,0,1,1,85000
STU-2026-01097,MBA,A,Pune,7.08,0,None,0.0,58,87,0.67,10000,0,1,1,87000
STU-2026-01098,Engineering,D,Delhi NCR,8.42,0,None,0.0,35,92,0.6,20000,0,0,1,47000
STU-2026-01099,MBA,A,Hyderabad,8.05,4,Startup,0.21,64,89,0.59,25000,0,1,1,165000
STU-2026-01100,MBA,A,Hyderabad,7.82,4,SME,0.15,63,87,0.54,25000,0,1,1,120000
STU-2026-01101,Engineering,C,Delhi NCR,4.65,4,MNC,0.3,33,74,0.57,10000,0,0,0,43000
STU-2026-01102,MBA,C,Mumbai,6.92,3,SME,0.113,76,66,0.51,15000,0,0,1,53000
STU-2026-01103,Engineering,A,Pune,7.26,3,SME,0.113,89,61,0.42,25000,0,1,1,77000
STU-2026-01104,Engineering,C,Pune,6.07,0,None,0.0,0,96,0.47,25000,0,0,0,39000
STU-2026-01105,Nursing,B,Bengaluru,7.92,0,None,0.0,59,44,0.52,10000,0,0,1,39000
STU-2026-01106,Nursing,B,Pune,7.7,5,SME,0.188,74,84,0.48,20000,0,1,1,57000
STU-2026-01107,MBA,D,Mumbai,6.8,0,None,0.0,67,100,0.46,10000,0,0,1,25000
STU-2026-01108,MBA,A,Pune,8.35,0,None,0.0,67,69,0.53,30000,0,0,1,113000
STU-2026-01109,MBA,B,Chennai,8.96,1,MNC,0.075,48,77,0.44,15000,0,1,1,84000
STU-2026-01110,MBA,A,Pune,7.59,5,MNC,0.375,45,64,0.64,15000,0,1,1,126000
STU-2026-01111,Nursing,B,Mumbai,7.46,0,None,0.0,38,97,0.51,10000,0,0,1,35000
STU-2026-01112,MBA,A,Pune,9.64,5,MNC,0.375,71,56,0.71,10000,1,1,1,177000
STU-2026-01113,Engineering,D,Hyderabad,6.39,2,MNC,0.15,21,75,0.55,15000,0,0,1,27000
STU-2026-01114,MBA,C,Chennai,8.64,3,MNC,0.225,37,74,0.68,30000,0,0,1,85000
STU-2026-01115,Nursing,B,Delhi NCR,5.0,2,MNC,0.15,46,56,0.47,30000,0,0,1,34000
STU-2026-01116,Engineering,C,Mumbai,7.64,0,None,0.0,46,60,0.64,15000,0,0,1,50000
STU-2026-01117,MBA,B,Chennai,8.28,2,Startup,0.105,61,57,0.53,15000,0,0,1,81000
STU-2026-01118,Nursing,A,Bengaluru,8.41,0,None,0.0,74,69,0.6,30000,0,1,1,60000
STU-2026-01119,MBA,B,Mumbai,6.57,1,MNC,0.075,25,60,0.65,10000,0,0,1,63000
STU-2026-01120,Engineering,A,Chennai,8.57,3,Startup,0.157,70,54,0.7,25000,0,1,1,85000
STU-2026-01121,Nursing,B,Bengaluru,6.68,0,None,0.0,84,68,0.38,20000,0,0,1,36000
STU-2026-01122,Nursing,D,Pune,5.4,0,None,0.0,30,70,0.75,15000,0,0,0,21000
STU-2026-01123,Nursing,A,Hyderabad,9.34,0,None,0.0,89,74,0.4,25000,0,1,1,83000
STU-2026-01124,Nursing,A,Chennai,8.14,3,Startup,0.157,95,83,0.66,25000,1,1,1,76000
STU-2026-01125,Engineering,B,Bengaluru,5.01,0,None,0.0,50,88,0.52,30000,0,0,1,31000
STU-2026-01126,Engineering,C,Hyderabad,8.94,4,SME,0.15,82,57,0.61,15000,0,0,1,64000
STU-2026-01127,MBA,A,Bengaluru,8.61,0,None,0.0,76,75,0.89,15000,0,1,1,82000
STU-2026-01128,Nursing,D,Pune,6.33,0,None,0.0,1,48,0.5,10000,0,0,0,0
STU-2026-01129,Engineering,C,Delhi NCR,5.65,0,None,0.0,53,62,0.58,20000,0,0,1,29000
STU-2026-01130,MBA,D,Mumbai,6.48,0,None,0.0,49,41,0.36,10000,0,0,0,40000
STU-2026-01131,Nursing,B,Bengaluru,9.56,4,SME,0.15,63,82,0.58,10000,0,1,1,77000
STU-2026-01132,Engineering,B,Chennai,5.38,5,Startup,0.263,68,100,0.63,25000,0,1,1,46000
STU-2026-01133,Engineering,C,Bengaluru,6.76,3,MNC,0.225,41,37,0.48,10000,0,0,0,53000
STU-2026-01134,Engineering,D,Bengaluru,7.85,0,None,0.0,48,82,0.58,15000,0,0,1,36000
STU-2026-01135,Engineering,D,Hyderabad,6.87,0,None,0.0,33,80,0.56,25000,0,0,1,26000
STU-2026-01136,Engineering,B,Hyderabad,6.4,4,Startup,0.21,74,69,0.55,15000,0,1,1,52000
STU-2026-01137,MBA,B,Chennai,7.3,3,MNC,0.225,88,93,0.76,20000,0,1,1,98000
STU-2026-01138,Engineering,A,Chennai,7.44,3,MNC,0.225,42,35,0.77,10000,0,0,1,92000
STU-2026-01139,MBA,D,Pune,5.71,0,None,0.0,57,64,0.47,20000,0,0,0,26000
STU-2026-01140,Engineering,C,Hyderabad,5.8,0,None,0.0,0,49,0.62,30000,0,0,0,0
STU-2026-01141,Engineering,B,Mumbai,6.02,5,Startup,0.263,60,62,0.8,15000,0,1,1,49000
STU-2026-01142,Nursing,D,Pune,7.47,0,None,0.0,59,61,0.45,25000,0,0,0,25000
STU-2026-01143,Nursing,B,Bengaluru,7.06,5,MNC,0.375,69,59,0.48,30000,0,1,1,57000
STU-2026-01144,Engineering,A,Pune,7.26,1,Startup,0.052,79,43,0.54,30000,0,0,1,71000
STU-2026-01145,Engineering,D,Hyderabad,6.12,0,None,0.0,87,57,0.84,10000,0,0,1,28000
STU-2026-01146,MBA,D,Bengaluru,7.37,0,None,0.0,100,55,0.49,10000,0,0,0,42000
STU-2026-01147,Nursing,D,Bengaluru,4.73,0,None,0.0,41,95,0.62,20000,0,0,0,15000
STU-2026-01148,Engineering,A,Mumbai,8.92,3,MNC,0.225,43,98,0.79,25000,0,1,1,112000
STU-2026-01149,Nursing,A,Pune,9.02,2,SME,0.075,82,58,0.55,25000,0,1,1,79000
STU-2026-01150,Engineering,C,Chennai,7.6,0,None,0.0,6,63,0.47,10000,0,0,0,47000
STU-2026-01151,Nursing,A,Pune,7.61,3,SME,0.113,54,46,0.62,10000,0,1,1,58000
STU-2026-01152,MBA,D,Delhi NCR,6.57,5,SME,0.188,45,58,0.45,30000,0,0,1,40000
STU-2026-01153,Engineering,A,Hyderabad,8.12,6,MNC,0.45,80,100,0.48,30000,1,1,1,108000
STU-2026-01154,Nursing,C,Mumbai,6.15,0,None,0.0,22,53,0.6,20000,0,0,0,0
STU-2026-01155,MBA,A,Delhi NCR,8.96,6,SME,0.225,61,76,0.55,10000,0,1,1,147000
STU-2026-01156,Nursing,B,Bengaluru,6.34,2,SME,0.075,53,57,0.51,10000,0,0,0,46000
STU-2026-01157,Nursing,D,Chennai,5.98,5,SME,0.188,69,86,0.47,15000,0,0,0,34000
STU-2026-01158,Nursing,B,Delhi NCR,9.25,3,SME,0.113,59,74,0.54,25000,0,1,1,51000
STU-2026-01159,MBA,A,Mumbai,6.57,4,Startup,0.21,34,70,0.49,30000,0,0,1,86000
STU-2026-01160,Nursing,A,Pune,7.57,6,SME,0.225,77,74,0.6,20000,0,1,1,77000
STU-2026-01161,MBA,C,Chennai,8.54,1,MNC,0.075,29,64,0.47,25000,0,0,1,75000
STU-2026-01162,Engineering,A,Pune,9.24,3,MNC,0.225,79,43,0.71,10000,0,1,1,132000
STU-2026-01163,Engineering,C,Mumbai,6.36,4,MNC,0.3,58,50,0.72,15000,0,0,1,43000
STU-2026-01164,Nursing,A,Delhi NCR,7.4,6,SME,0.225,25,71,0.78,15000,1,1,1,71000
STU-2026-01165,MBA,C,Pune,8.14,0,None,0.0,46,77,0.57,10000,0,0,1,63000
STU-2026-01166,MBA,B,Mumbai,6.92,0,None,0.0,58,69,0.68,15000,0,0,1,64000
STU-2026-01167,Nursing,C,Pune,9.09,6,SME,0.225,69,90,0.6,20000,0,1,1,55000
STU-2026-01168,MBA,D,Pune,8.67,0,None,0.0,0,50,0.73,15000,0,0,0,45000
STU-2026-01169,MBA,B,Delhi NCR,6.25,3,Startup,0.157,49,49,0.81,10000,0,0,1,67000
STU-2026-01170,Engineering,C,Delhi NCR,7.51,0,None,0.0,64,84,0.71,15000,0,0,1,41000
STU-2026-01171,Nursing,B,Chennai,8.27,2,MNC,0.15,49,70,0.64,15000,0,1,1,39000
STU-2026-01172,Engineering,B,Mumbai,8.21,0,None,0.0,55,81,0.68,20000,0,1,1,73000
STU-2026-01173,Nursing,B,Pune,8.85,2,MNC,0.15,89,74,0.6,30000,0,1,1,63000
STU-2026-01174,Nursing,A,Chennai,7.95,3,MNC,0.225,68,69,0.51,20000,0,1,1,76000
STU-2026-01175,MBA,B,Hyderabad,9.55,1,Startup,0.052,27,62,0.6,25000,0,1,1,99000
STU-2026-01176,Engineering,D,Delhi NCR,7.17,0,None,0.0,12,53,0.63,30000,0,0,0,0
STU-2026-01177,Nursing,C,Chennai,6.16,4,Startup,0.21,53,55,0.76,30000,0,0,1,24000
STU-2026-01178,Nursing,B,Hyderabad,6.57,4,Startup,0.21,14,58,0.68,10000,0,0,1,47000
STU-2026-01179,Nursing,D,Mumbai,4.97,0,None,0.0,60,62,0.6,30000,0,0,0,14000
STU-2026-01180,Engineering,C,Mumbai,5.42,0,None,0.0,64,76,0.71,15000,0,0,1,32000
STU-2026-01181,MBA,C,Mumbai,4.73,0,None,0.0,33,70,0.8,30000,0,0,1,42000
STU-2026-01182,Nursing,B,Hyderabad,8.1,3,MNC,0.225,46,72,0.62,10000,0,0,1,52000
STU-2026-01183,Engineering,D,Chennai,6.55,1,SME,0.037,80,39,0.72,25000,0,0,0,25000
STU-2026-01184,Engineering,D,Delhi NCR,8.22,5,MNC,0.375,58,89,0.68,20000,0,1,1,56000
STU-2026-01185,MBA,B,Chennai,7.34,3,Startup,0.157,67,89,0.52,20000,0,0,1,75000
STU-2026-01186,Engineering,C,Delhi NCR,4.27,0,None,0.0,43,42,0.61,25000,0,0,0,23000
STU-2026-01187,Nursing,A,Bengaluru,9.54,4,SME,0.15,31,88,0.67,25000,0,1,1,119000
STU-2026-01188,MBA,C,Bengaluru,6.72,4,SME,0.15,18,49,0.58,25000,0,0,0,56000
STU-2026-01189,Engineering,A,Bengaluru,7.96,4,SME,0.15,73,64,0.41,20000,0,1,1,61000
STU-2026-01190,Engineering,D,Mumbai,7.22,0,None,0.0,16,72,0.73,20000,0,0,0,38000
STU-2026-01191,MBA,B,Hyderabad,7.07,5,MNC,0.375,95,65,0.52,15000,0,1,1,84000
STU-2026-01192,Engineering,D,Delhi NCR,5.79,1,Startup,0.052,28,69,0.73,30000,0,0,0,0
STU-2026-01193,MBA,D,Hyderabad,6.83,2,MNC,0.15,56,73,0.73,10000,0,0,1,44000
STU-2026-01194,Engineering,C,Delhi NCR,7.51,6,Startup,0.315,42,64,0.65,10000,0,0,1,51000
STU-2026-01195,Nursing,C,Pune,6.17,0,None,0.0,74,22,0.64,15000,0,0,0,20000
STU-2026-01196,Engineering,A,Delhi NCR,8.45,1,SME,0.037,70,79,0.33,20000,0,1,1,80000
STU-2026-01197,Nursing,D,Hyderabad,7.62,0,None,0.0,59,57,0.67,20000,0,0,1,18000
STU-2026-01198,Nursing,D,Chennai,8.2,3,SME,0.113,21,57,0.56,30000,0,0,1,31000
STU-2026-01199,Engineering,C,Bengaluru,7.46,2,Startup,0.105,7,59,0.59,25000,0,0,1,46000
STU-2026-01200,Nursing,B,Delhi NCR,8.59,0,None,0.0,61,63,0.58,20000,0,0,1,52000
STU-2026-01201,MBA,D,Chennai,8.45,3,MNC,0.225,49,88,0.5,20000,0,0,1,53000
STU-2026-01202,MBA,A,Hyderabad,8.45,0,None,0.0,53,81,0.51,15000,0,1,1,120000
STU-2026-01203,Engineering,B,Hyderabad,5.43,3,SME,0.113,100,66,0.4,20000,0,0,1,45000
STU-2026-01204,MBA,C,Mumbai,6.7,3,MNC,0.225,65,81,0.63,10000,0,0,1,58000
STU-2026-01205,Engineering,C,Delhi NCR,8.93,4,Startup,0.21,3,72,0.61,15000,0,0,1,54000
STU-2026-01206,Engineering,B,Bengaluru,5.76,2,SME,0.075,63,74,0.75,30000,0,0,1,54000
STU-2026-01207,Nursing,A,Pune,10.0,1,MNC,0.075,52,51,0.56,15000,0,1,1,90000
STU-2026-01208,Engineering,D,Delhi NCR,6.09,0,None,0.0,79,53,0.43,20000,0,0,1,18000
STU-2026-01209,Engineering,D,Hyderabad,6.56,3,MNC,0.225,100,70,0.49,20000,0,0,1,36000
STU-2026-01210,Engineering,A,Bengaluru,8.33,0,None,0.0,73,54,0.77,15000,0,1,1,95000
STU-2026-01211,Nursing,B,Delhi NCR,6.87,0,None,0.0,86,66,0.63,15000,0,0,1,33000
STU-2026-01212,Engineering,D,Chennai,7.63,1,MNC,0.075,29,57,0.54,10000,0,0,1,34000
STU-2026-01213,MBA,D,Mumbai,6.66,0,None,0.0,40,41,0.45,10000,0,0,0,34000
STU-2026-01214,Nursing,A,Pune,9.05,0,None,0.0,79,81,0.78,20000,0,1,1,77000
STU-2026-01215,Engineering,A,Delhi NCR,7.73,1,MNC,0.075,100,100,0.6,30000,0,1,1,103000
STU-2026-01216,Engineering,B,Bengaluru,7.35,1,MNC,0.075,47,83,0.61,15000,0,0,1,51000
STU-2026-01217,Nursing,C,Hyderabad,4.74,0,None,0.0,46,84,0.58,15000,0,0,1,18000
STU-2026-01218,Nursing,B,Hyderabad,6.45,1,SME,0.037,59,69,0.68,10000,0,0,1,45000
STU-2026-01219,Nursing,B,Chennai,9.47,0,None,0.0,59,89,0.49,20000,0,1,1,61000
STU-2026-01220,Engineering,A,Chennai,8.89,0,None,0.0,60,26,0.54,15000,0,0,1,78000
STU-2026-01221,Nursing,D,Delhi NCR,6.95,2,Startup,0.105,30,58,0.49,10000,0,0,0,31000
STU-2026-01222,Engineering,C,Pune,6.01,0,None,0.0,27,63,0.63,30000,0,0,1,19000
STU-2026-01223,Engineering,D,Mumbai,8.03,3,MNC,0.225,76,54,0.5,25000,0,0,1,40000
STU-2026-01224,Engineering,B,Pune,7.72,6,Startup,0.315,21,53,0.75,30000,0,0,1,89000
STU-2026-01225,Nursing,A,Mumbai,8.48,1,Startup,0.052,24,80,0.59,20000,0,1,1,71000
STU-2026-01226,MBA,C,Chennai,7.37,4,MNC,0.3,58,88,0.64,30000,0,0,1,64000
STU-2026-01227,MBA,C,Pune,10.0,0,None,0.0,58,100,0.74,10000,0,1,1,75000
STU-2026-01228,MBA,C,Bengaluru,6.76,0,None,0.0,0,70,0.72,25000,0,0,0,51000
STU-2026-01229,Nursing,A,Pune,8.88,6,SME,0.225,42,63,0.5,10000,0,1,1,68000
STU-2026-01230,Engineering,B,Pune,6.6,5,MNC,0.375,88,56,0.61,15000,0,1,1,79000
STU-2026-01231,Engineering,C,Bengaluru,8.37,0,None,0.0,62,75,0.58,30000,0,0,1,62000
STU-2026-01232,MBA,A,Bengaluru,7.59,6,Startup,0.315,73,86,0.54,20000,1,1,1,143000
STU-2026-01233,Nursing,C,Chennai,8.87,3,Startup,0.157,28,51,0.55,30000,0,0,1,44000
STU-2026-01234,MBA,D,Hyderabad,6.33,0,None,0.0,0,77,0.8,25000,0,0,0,39000
STU-2026-01235,Engineering,A,Delhi NCR,8.66,2,SME,0.075,68,84,0.64,15000,0,1,1,84000
STU-2026-01236,Engineering,A,Chennai,8.0,0,None,0.0,66,65,0.63,10000,0,1,1,93000
STU-2026-01237,MBA,A,Bengaluru,9.23,6,Startup,0.315,62,50,0.57,15000,0,1,1,113000
STU-2026-01238,MBA,A,Mumbai,9.31,5,Startup,0.263,63,76,0.74,25000,0,1,1,164000
STU-2026-01239,Engineering,C,Chennai,6.67,0,None,0.0,35,58,0.77,30000,0,0,1,42000
STU-2026-01240,MBA,C,Hyderabad,4.55,1,Startup,0.052,69,86,0.61,10000,0,0,1,36000
STU-2026-01241,MBA,D,Delhi NCR,9.55,4,Startup,0.21,0,82,0.51,10000,0,0,1,64000
STU-2026-01242,Engineering,B,Hyderabad,7.07,3,SME,0.113,60,53,0.7,15000,0,0,1,63000
STU-2026-01243,MBA,D,Bengaluru,6.41,0,None,0.0,11,73,0.44,25000,0,0,0,29000
STU-2026-01244,MBA,A,Hyderabad,8.57,6,SME,0.225,42,63,0.63,30000,0,1,1,134000
STU-2026-01245,Nursing,D,Pune,4.98,2,SME,0.075,56,96,0.88,10000,0,0,1,21000
STU-2026-01246,MBA,C,Pune,4.66,4,SME,0.15,78,82,0.55,20000,0,0,1,37000
STU-2026-01247,MBA,C,Mumbai,6.25,0,None,0.0,52,54,0.7,10000,0,0,0,38000
STU-2026-01248,Engineering,C,Delhi NCR,5.71,5,MNC,0.375,59,61,0.47,20000,0,0,1,45000
STU-2026-01249,MBA,A,Pune,7.26,3,Startup,0.157,37,100,0.51,20000,0,1,1,102000
STU-2026-01250,Engineering,B,Bengaluru,7.08,3,SME,0.113,72,84,0.57,10000,0,0,1,70000
STU-2026-01251,Nursing,A,Delhi NCR,8.12,0,None,0.0,95,36,0.62,15000,0,1,1,59000
STU-2026-01252,Engineering,C,Mumbai,6.53,0,None,0.0,47,62,0.57,25000,0,0,0,34000
STU-2026-01253,Nursing,D,Delhi NCR,8.27,0,None,0.0,52,74,0.68,25000,0,0,1,25000
STU-2026-01254,Nursing,A,Delhi NCR,7.72,4,Startup,0.21,60,54,0.55,30000,0,1,1,95000
STU-2026-01255,Engineering,D,Mumbai,4.0,2,Startup,0.105,36,96,0.61,25000,0,0,0,21000
STU-2026-01256,Nursing,C,Bengaluru,6.0,3,Startup,0.157,0,73,0.52,15000,0,0,0,28000
STU-2026-01257,MBA,A,Hyderabad,9.6,3,MNC,0.225,100,73,0.55,20000,0,1,1,162000
STU-2026-01258,Nursing,D,Bengaluru,8.94,1,SME,0.037,34,34,0.67,30000,0,0,1,24000
STU-2026-01259,Engineering,C,Delhi NCR,7.01,0,None,0.0,51,69,0.52,30000,0,0,1,38000
STU-2026-01260,MBA,D,Bengaluru,5.02,0,None,0.0,0,89,0.66,10000,0,0,0,27000
STU-2026-01261,Nursing,C,Hyderabad,6.17,4,SME,0.15,13,64,0.39,30000,0,0,0,29000
STU-2026-01262,MBA,B,Pune,8.11,5,SME,0.188,59,82,0.73,25000,0,1,1,96000
STU-2026-01263,Nursing,B,Mumbai,7.51,5,MNC,0.375,40,81,0.77,30000,0,1,1,74000
STU-2026-01264,MBA,B,Chennai,5.97,6,Startup,0.315,37,83,0.63,20000,0,1,1,73000
STU-2026-01265,Nursing,D,Hyderabad,5.76,1,SME,0.037,35,47,0.49,15000,0,0,0,23000
STU-2026-01266,MBA,D,Bengaluru,7.24,0,None,0.0,0,65,0.48,20000,0,0,0,38000
STU-2026-01267,MBA,D,Delhi NCR,5.5,1,SME,0.037,41,60,0.75,15000,0,0,0,26000
STU-2026-01268,MBA,C,Delhi NCR,4.22,3,SME,0.113,39,62,0.46,30000,0,0,1,37000
STU-2026-01269,Engineering,D,Bengaluru,6.77,0,None,0.0,74,80,0.52,15000,0,0,0,35000
STU-2026-01270,Engineering,B,Delhi NCR,7.9,5,Startup,0.263,63,57,0.66,25000,0,0,1,73000
STU-2026-01271,Nursing,A,Bengaluru,9.36,0,None,0.0,47,46,0.49,15000,0,1,1,75000
STU-2026-01272,Engineering,C,Delhi NCR,6.65,2,SME,0.075,27,77,0.52,10000,0,0,1,36000
STU-2026-01273,Nursing,D,Mumbai,5.72,0,None,0.0,24,64,0.6,10000,0,0,0,9000
STU-2026-01274,MBA,C,Mumbai,5.83,4,Startup,0.21,30,93,0.49,10000,0,0,1,62000
STU-2026-01275,MBA,B,Bengaluru,6.19,0,None,0.0,68,58,0.55,30000,0,0,1,51000
STU-2026-01276,Engineering,C,Pune,10.0,2,SME,0.075,61,87,0.65,10000,0,0,1,65000
STU-2026-01277,MBA,C,Hyderabad,8.09,6,SME,0.225,19,84,0.67,15000,0,1,1,66000
STU-2026-01278,MBA,B,Bengaluru,6.4,0,None,0.0,53,92,0.42,15000,0,0,0,60000
STU-2026-01279,MBA,D,Pune,6.27,0,None,0.0,40,84,0.54,30000,0,0,0,0
STU-2026-01280,Engineering,D,Hyderabad,9.25,0,None,0.0,15,54,0.71,10000,0,0,1,42000
STU-2026-01281,MBA,D,Pune,7.38,3,MNC,0.225,67,65,0.75,20000,0,0,0,58000
STU-2026-01282,MBA,C,Delhi NCR,5.79,0,None,0.0,74,72,0.53,30000,0,0,1,47000
STU-2026-01283,Engineering,A,Chennai,8.71,6,MNC,0.45,39,63,0.6,20000,0,1,1,145000
STU-2026-01284,Nursing,D,Delhi NCR,4.38,6,Startup,0.315,48,66,0.52,10000,0,0,0,19000
STU-2026-01285,Nursing,B,Pune,5.0,4,Startup,0.21,46,57,0.65,20000,0,0,1,33000
STU-2026-01286,Engineering,B,Delhi NCR,9.04,2,Startup,0.105,80,84,0.55,20000,0,1,1,72000
STU-2026-01287,Nursing,D,Mumbai,6.56,0,None,0.0,50,61,0.75,10000,0,0,0,25000
STU-2026-01288,MBA,D,Chennai,8.55,0,None,0.0,66,49,0.64,20000,0,0,1,55000
STU-2026-01289,Nursing,D,Mumbai,5.46,6,Startup,0.315,24,85,0.52,30000,0,0,0,30000
STU-2026-01290,Engineering,C,Pune,6.74,5,SME,0.188,22,57,0.63,20000,0,0,0,44000
STU-2026-01291,MBA,A,Mumbai,8.47,2,SME,0.075,86,80,0.53,25000,0,1,1,112000
STU-2026-01292,Nursing,B,Mumbai,6.26,6,Startup,0.315,57,92,0.62,20000,0,1,1,57000
STU-2026-01293,Nursing,A,Mumbai,7.05,0,None,0.0,34,46,0.64,30000,0,0,1,67000
STU-2026-01294,Nursing,B,Hyderabad,7.74,3,Startup,0.157,52,70,0.61,25000,0,0,1,70000
STU-2026-01295,Nursing,B,Delhi NCR,8.02,0,None,0.0,64,79,0.67,30000,0,1,1,40000
STU-2026-01296,MBA,C,Bengaluru,7.52,0,None,0.0,50,58,0.74,20000,0,0,1,60000
STU-2026-01297,Engineering,D,Pune,8.47,5,MNC,0.375,41,75,0.68,10000,0,0,1,54000
STU-2026-01298,Engineering,B,Mumbai,7.63,2,Startup,0.105,41,100,0.46,15000,0,0,1,75000
STU-2026-01299,Engineering,D,Hyderabad,7.66,0,None,0.0,14,79,0.75,20000,0,0,1,49000
STU-2026-01300,Engineering,A,Delhi NCR,6.82,0,None,0.0,74,87,0.69,30000,0,1,1,67000
STU-2026-01301,Engineering,A,Chennai,8.56,4,SME,0.15,76,79,0.7,25000,0,1,1,98000
STU-2026-01302,Engineering,B,Chennai,6.56,3,Startup,0.157,52,85,0.61,25000,0,1,1,58000
STU-2026-01303,MBA,B,Pune,7.56,5,MNC,0.375,62,60,0.59,20000,0,1,1,98000
STU-2026-01304,Nursing,B,Pune,6.71,0,None,0.0,41,63,0.61,15000,0,0,1,30000
STU-2026-01305,Engineering,C,Delhi NCR,6.42,0,None,0.0,44,42,0.52,25000,0,0,0,32000
STU-2026-01306,Engineering,C,Hyderabad,7.03,4,MNC,0.3,36,62,0.64,10000,0,1,1,65000
STU-2026-01307,MBA,B,Delhi NCR,5.58,4,SME,0.15,72,67,0.62,15000,0,0,1,61000
STU-2026-01308,Nursing,D,Chennai,6.98,0,None,0.0,26,57,0.56,30000,0,0,0,26000
STU-2026-01309,MBA,A,Mumbai,8.88,1,Startup,0.052,50,74,0.7,15000,0,1,1,119000
STU-2026-01310,MBA,C,Hyderabad,6.53,5,SME,0.188,45,53,0.58,10000,0,0,1,61000
STU-2026-01311,Engineering,C,Hyderabad,6.48,3,Startup,0.157,45,58,0.67,20000,0,0,1,41000
STU-2026-01312,Engineering,A,Hyderabad,7.91,0,None,0.0,59,63,0.67,15000,0,1,1,101000
STU-2026-01313,Nursing,D,Delhi NCR,8.56,2,MNC,0.15,18,71,0.53,20000,0,0,1,44000
STU-2026-01314,Nursing,D,Bengaluru,6.43,0,None,0.0,49,78,0.5,20000,0,0,0,18000
STU-2026-01315,Engineering,B,Pune,6.61,3,SME,0.113,3,78,0.81,20000,0,0,1,43000
STU-2026-01316,MBA,C,Delhi NCR,6.03,3,SME,0.113,29,55,0.69,20000,0,0,1,40000
STU-2026-01317,MBA,B,Delhi NCR,8.23,4,MNC,0.3,91,99,0.89,30000,0,1,1,141000
STU-2026-01318,Nursing,D,Mumbai,6.37,0,None,0.0,25,75,0.54,10000,0,0,0,18000
STU-2026-01319,Engineering,B,Mumbai,7.26,2,SME,0.075,86,69,0.61,25000,0,1,1,68000
STU-2026-01320,MBA,A,Pune,6.88,0,None,0.0,72,66,0.62,20000,0,1,1,73000
STU-2026-01321,Nursing,D,Pune,5.58,0,None,0.0,0,62,0.73,15000,0,0,0,15000
STU-2026-01322,Engineering,C,Mumbai,6.22,0,None,0.0,3,53,0.64,20000,0,0,0,0
STU-2026-01323,Engineering,B,Chennai,8.61,3,SME,0.113,59,71,0.57,30000,0,1,1,80000
STU-2026-01324,Engineering,A,Hyderabad,8.47,2,Startup,0.105,71,67,0.65,10000,0,1,1,96000
STU-2026-01325,Engineering,D,Chennai,6.47,0,None,0.0,29,60,0.65,20000,0,0,1,35000
STU-2026-01326,Engineering,C,Chennai,5.29,1,Startup,0.052,72,65,0.66,20000,0,0,0,32000
STU-2026-01327,Nursing,A,Delhi NCR,8.45,0,None,0.0,30,79,0.73,10000,0,1,1,78000
STU-2026-01328,MBA,D,Pune,6.57,3,SME,0.113,61,37,0.84,10000,0,0,1,40000
STU-2026-01329,MBA,A,Chennai,6.62,4,Startup,0.21,66,48,0.64,30000,0,1,1,88000
STU-2026-01330,Engineering,B,Mumbai,8.62,3,Startup,0.157,76,85,0.6,10000,0,1,1,85000
STU-2026-01331,Nursing,A,Hyderabad,7.98,4,MNC,0.3,32,90,0.81,25000,0,1,1,106000
STU-2026-01332,MBA,B,Bengaluru,7.59,4,MNC,0.3,52,61,0.76,10000,0,0,1,102000
STU-2026-01333,Engineering,B,Pune,6.94,3,SME,0.113,51,85,0.56,15000,0,0,1,67000
STU-2026-01334,Engineering,C,Pune,8.72,6,Startup,0.315,56,60,0.55,30000,0,0,1,69000
STU-2026-01335,Engineering,C,Chennai,5.61,0,None,0.0,58,71,0.43,20000,0,0,0,30000
STU-2026-01336,Nursing,B,Pune,7.43,4,Startup,0.21,98,74,0.52,20000,0,1,1,47000
STU-2026-01337,Nursing,D,Mumbai,7.19,3,SME,0.113,55,88,0.6,15000,0,0,1,31000
STU-2026-01338,MBA,D,Mumbai,5.95,0,None,0.0,95,75,0.52,20000,0,0,1,45000
STU-2026-01339,MBA,B,Chennai,7.47,2,Startup,0.105,50,67,0.67,30000,0,1,1,83000
STU-2026-01340,Nursing,A,Delhi NCR,8.28,1,Startup,0.052,90,65,0.7,20000,0,1,1,72000
STU-2026-01341,Engineering,B,Chennai,7.39,2,SME,0.075,59,64,0.73,25000,0,0,1,52000
STU-2026-01342,MBA,A,Hyderabad,9.9,0,None,0.0,80,34,0.54,10000,0,0,1,109000
STU-2026-01343,Nursing,A,Hyderabad,5.69,1,Startup,0.052,57,53,0.61,30000,0,0,1,47000
