student_id,course_type,institute_tier,region,cgpa,internship_months,employer_tier,iqi,behavioral_activity_score,field_demand_score,macro_climate_index,monthly_emi,placed_3m,placed_6m,placed_12m,actual_salary
AMCAT-1096948,Engineering,B,Chennai,7.0,2,Startup,0.185,30,49,0.88,8500,0,0,1,70000
AMCAT-099935,Engineering,B,Hyderabad,6.29,4,SME,0.307,41,48,0.87,16500,0,0,0,300000
AMCAT-1262957,Engineering,B,Chennai,7.85,3,Startup,0.249,5,41,0.76,17000,0,1,1,190000
AMCAT-812597,Engineering,B,Bengaluru,6.95,4,MNC,0.304,87,48,0.76,11500,0,0,0,910000
AMCAT-116707,Engineering,B,Delhi NCR,6.5,3,SME,0.247,83,53,0.87,9500,0,0,1,300000
AMCAT-505831,Engineering,B,Delhi NCR,6.6,5,Startup,0.286,41,50,0.78,14000,1,1,1,100000
AMCAT-132996,Engineering,B,Chennai,7.7,4,MNC,0.194,77,49,0.87,16500,1,1,1,570000
AMCAT-249853,Engineering,B,Delhi NCR,6.8,5,Startup,0.282,40,70,0.91,18500,1,1,1,180000
AMCAT-1029318,Engineering,B,Delhi NCR,7.24,5,SME,0.324,61,48,0.76,15500,0,1,1,310000
AMCAT-1112003,Engineering,B,Delhi NCR,6.57,3,Startup,0.231,51,52,0.76,13000,0,0,0,120000
AMCAT-391116,Engineering,B,Bengaluru,7.24,4,SME,0.273,45,53,0.78,12000,1,1,1,350000
AMCAT-801764,Engineering,B,Hyderabad,8.43,6,SME,0.349,24,48,0.76,14000,0,1,1,335000
AMCAT-604570,Engineering,B,Delhi NCR,6.01,4,Startup,0.25,59,48,0.76,13500,1,1,1,180000
AMCAT-1204743,Engineering,B,Delhi NCR,6.6,4,SME,0.224,50,52,0.91,11500,1,1,1,300000
AMCAT-407934,Engineering,B,Bengaluru,8.86,4,SME,0.277,76,57,0.78,19000,1,1,1,440000
AMCAT-1224920,Engineering,B,Delhi NCR,6.87,5,SME,0.343,65,52,0.88,18500,1,1,1,425000
AMCAT-961030,Engineering,B,Delhi NCR,6.66,5,Startup,0.278,39,48,0.88,17000,1,1,1,180000
AMCAT-1266709,Engineering,B,Chennai,7.0,3,Startup,0.23,100,52,0.88,11500,0,0,1,195000
AMCAT-230778,Engineering,B,Mumbai,7.1,4,SME,0.28,69,53,0.84,16000,0,0,1,325000
AMCAT-1077576,Engineering,B,Bengaluru,7.01,5,SME,0.314,57,48,0.76,15500,0,0,1,450000
AMCAT-670672,Engineering,B,Delhi NCR,6.67,5,Startup,0.274,51,52,0.76,15000,0,0,1,280000
AMCAT-342610,Engineering,B,Delhi NCR,6.8,4,SME,0.232,70,50,0.78,17000,1,1,1,475000
AMCAT-927081,Engineering,B,Delhi NCR,6.5,3,Startup,0.262,66,53,0.88,15500,1,1,1,250000
AMCAT-265225,Engineering,B,Delhi NCR,6.63,4,Startup,0.246,54,50,0.84,16000,1,1,1,200000
AMCAT-326418,Engineering,B,Mumbai,7.18,3,Startup,0.239,38,48,0.78,15500,0,0,0,180000
AMCAT-1089064,Engineering,B,Chennai,6.65,3,Startup,0.262,68,52,0.76,15000,0,0,0,120000
AMCAT-1297757,Engineering,B,Bengaluru,6.5,4,Startup,0.241,65,48,0.76,9500,0,0,0,100000
AMCAT-465319,Engineering,B,Hyderabad,7.2,5,SME,0.29,73,48,0.78,14000,1,1,1,360000
AMCAT-435062,Engineering,B,Delhi NCR,6.9,4,Startup,0.282,52,57,0.78,12500,0,0,0,255000
AMCAT-852303,Engineering,B,Hyderabad,8.4,5,SME,0.3,90,48,0.76,11000,1,1,1,300000
AMCAT-359928,Engineering,B,Mumbai,5.8,3,Startup,0.196,54,46,0.78,18000,0,0,1,200000
AMCAT-871997,Engineering,B,Delhi NCR,7.0,5,SME,0.304,81,52,0.88,18500,0,1,1,335000
AMCAT-954272,Engineering,B,Hyderabad,7.4,4,SME,0.335,91,48,0.78,17500,1,1,1,350000
AMCAT-295347,Engineering,B,Delhi NCR,6.77,5,SME,0.273,64,53,0.78,14500,0,1,1,400000
AMCAT-800561,Engineering,B,Delhi NCR,6.7,5,SME,0.308,17,52,0.76,17500,1,1,1,300000
AMCAT-1068402,Engineering,B,Hyderabad,6.93,4,SME,0.276,73,52,0.88,14000,1,1,1,350000
AMCAT-616935,Engineering,B,Chennai,7.5,4,Startup,0.204,46,52,0.76,14500,1,1,1,130000
AMCAT-479784,Engineering,B,Chennai,8.75,4,SME,0.269,38,50,0.78,11500,0,0,0,315000
AMCAT-1063224,Engineering,B,Hyderabad,7.59,4,Startup,0.266,98,57,0.88,15000,0,1,1,105000
AMCAT-451825,Engineering,B,Delhi NCR,6.71,5,SME,0.288,81,53,0.84,14000,0,0,1,435000
AMCAT-232381,Engineering,B,Delhi NCR,6.54,5,Startup,0.303,48,53,0.84,10500,1,1,1,120000
AMCAT-309214,Engineering,B,Delhi NCR,7.3,5,SME,0.292,50,52,0.76,14000,0,0,1,420000
AMCAT-857260,Engineering,B,Delhi NCR,7.09,5,Startup,0.315,14,48,0.76,14000,0,0,1,180000
AMCAT-222887,Engineering,B,Delhi NCR,6.85,4,SME,0.284,24,53,0.84,18500,0,0,0,360000
AMCAT-054579,Engineering,B,Delhi NCR,6.32,5,Startup,0.286,60,44,0.68,16000,0,0,1,195000
AMCAT-1269203,Engineering,B,Chennai,6.89,5,Startup,0.271,93,50,0.76,14000,1,1,1,120000
AMCAT-356739,Engineering,B,Chennai,6.5,6,SME,0.348,70,46,0.78,14500,0,0,0,350000
AMCAT-1094255,Engineering,B,Delhi NCR,7.17,6,SME,0.359,55,41,0.88,14000,0,0,1,320000
AMCAT-669240,Engineering,B,Delhi NCR,6.56,3,Startup,0.192,58,50,0.76,13500,0,0,1,280000
AMCAT-336003,Engineering,B,Hyderabad,6.3,4,Startup,0.305,58,57,0.78,11500,1,1,1,255000
AMCAT-1111415,Engineering,B,Delhi NCR,8.0,4,SME,0.3,80,52,0.88,13500,1,1,1,310000
AMCAT-653103,Engineering,B,Delhi NCR,6.8,4,Startup,0.327,59,52,0.76,12000,0,0,1,200000
AMCAT-609147,Engineering,A,Delhi NCR,6.77,5,SME,0.356,35,52,0.76,15000,1,1,1,415000
AMCAT-1093783,Engineering,B,Delhi NCR,6.91,3,Startup,0.241,4,48,0.88,15500,1,1,1,100000
AMCAT-576137,Engineering,B,Delhi NCR,6.88,3,Startup,0.181,66,52,0.76,15000,1,1,1,200000
AMCAT-693533,Engineering,B,Delhi NCR,7.3,6,SME,0.396,73,48,0.76,9500,1,1,1,315000
AMCAT-668714,Engineering,B,Delhi NCR,7.89,4,Startup,0.321,2,52,0.78,13500,1,1,1,220000
AMCAT-822635,Engineering,B,Delhi NCR,8.2,4,Startup,0.302,65,57,0.88,16500,0,0,1,200000
AMCAT-1068625,Engineering,B,Hyderabad,7.26,5,Startup,0.274,52,48,0.88,16500,0,0,1,180000
AMCAT-247003,Engineering,B,Chennai,7.87,5,SME,0.284,74,49,0.84,16500,0,1,1,345000
AMCAT-121686,Engineering,B,Chennai,8.03,5,SME,0.277,84,53,0.87,14000,0,0,1,415000
AMCAT-1008832,Engineering,B,Delhi NCR,7.1,5,SME,0.303,90,57,0.76,12000,0,0,0,325000
AMCAT-608938,Engineering,A,Delhi NCR,7.23,5,MNC,0.351,11,57,0.76,15500,1,1,1,600000
AMCAT-604198,Engineering,B,Delhi NCR,6.8,5,SME,0.315,79,52,0.76,15000,0,0,1,350000
AMCAT-033169,Engineering,A,Delhi NCR,7.7,5,MNC,0.288,15,48,0.87,19000,1,1,1,730000
AMCAT-276354,Engineering,B,Delhi NCR,8.29,5,SME,0.277,54,50,0.84,17000,1,1,1,380000
AMCAT-204592,Engineering,A,Delhi NCR,8.8,3,SME,0.256,55,53,0.84,20500,1,1,1,450000
AMCAT-510169,Engineering,B,Delhi NCR,6.8,5,Startup,0.348,39,53,0.78,13500,1,1,1,240000
AMCAT-504451,Engineering,B,Mumbai,5.3,5,Startup,0.29,34,50,0.78,11000,0,1,1,85000
AMCAT-692875,Engineering,B,Chennai,8.8,4,SME,0.308,52,50,0.76,13000,0,0,1,380000
AMCAT-258509,Engineering,B,Hyderabad,7.11,4,MNC,0.301,70,48,0.87,14500,0,0,0,555000
AMCAT-1098954,Engineering,B,Mumbai,6.52,4,Startup,0.305,59,50,0.78,13500,1,1,1,105000
AMCAT-849071,Engineering,A,Delhi NCR,6.59,6,SME,0.391,48,49,0.76,16500,0,0,1,325000
AMCAT-549816,Engineering,B,Hyderabad,7.0,4,SME,0.301,74,48,0.78,14500,0,0,1,330000
AMCAT-612621,Engineering,B,Chennai,7.5,4,Startup,0.222,28,48,0.76,12500,0,0,0,240000
AMCAT-283428,Engineering,B,Delhi NCR,6.81,4,MNC,0.272,26,50,0.84,12500,0,0,1,520000
AMCAT-1098761,Engineering,B,Delhi NCR,6.9,5,Startup,0.324,92,52,0.76,15000,1,1,1,100000
AMCAT-470584,Engineering,B,Delhi NCR,7.23,4,SME,0.282,56,53,0.76,13000,1,1,1,420000
AMCAT-1189528,Engineering,B,Hyderabad,7.82,4,Startup,0.291,100,50,0.88,14500,0,1,1,200000
AMCAT-330914,Engineering,B,Hyderabad,7.38,4,SME,0.265,50,53,0.78,14500,0,0,1,335000
AMCAT-342044,Engineering,B,Delhi NCR,8.39,6,SME,0.361,38,53,0.78,11000,1,1,1,420000
AMCAT-351307,Engineering,A,Mumbai,6.8,4,MNC,0.303,46,53,0.78,17000,1,1,1,550000
AMCAT-223303,Engineering,A,Chennai,7.89,5,SME,0.292,10,48,0.84,21500,0,1,1,405000
AMCAT-815061,Engineering,B,Delhi NCR,7.45,5,SME,0.338,83,48,0.78,11000,0,0,0,340000
AMCAT-214231,Engineering,B,Delhi NCR,7.3,6,SME,0.357,32,53,0.78,8500,0,0,1,465000
AMCAT-576127,Engineering,B,Delhi NCR,6.96,5,Startup,0.341,56,50,0.76,9500,1,1,1,195000
AMCAT-1069119,Engineering,B,Chennai,7.5,5,Startup,0.293,29,49,0.78,14000,1,1,1,120000
AMCAT-337594,Engineering,B,Chennai,9.45,4,SME,0.292,81,50,0.78,14000,0,0,1,400000
AMCAT-661957,Engineering,B,Chennai,8.6,4,Startup,0.322,78,52,0.76,13500,0,0,0,250000
AMCAT-138253,Engineering,B,Chennai,7.7,4,MNC,0.295,41,53,0.87,17000,0,1,1,680000
AMCAT-295111,Engineering,B,Mumbai,5.54,3,Startup,0.232,37,46,0.84,7500,1,1,1,265000
AMCAT-868924,Engineering,B,Chennai,6.7,3,Startup,0.229,5,48,0.88,15000,1,1,1,240000
AMCAT-423068,Engineering,B,Delhi NCR,6.2,5,Startup,0.275,64,48,0.78,18000,1,1,1,195000
AMCAT-078587,Engineering,B,Bengaluru,5.7,3,Startup,0.2,40,49,0.84,11000,0,0,1,255000
AMCAT-1251710,Engineering,B,Delhi NCR,8.3,4,Startup,0.247,42,52,0.76,13000,0,0,1,140000
AMCAT-668821,Engineering,B,Bengaluru,6.52,5,Startup,0.287,43,48,0.76,12000,0,1,1,200000
AMCAT-1152411,Engineering,B,Mumbai,5.96,4,SME,0.332,56,53,0.88,12000,0,0,1,315000
AMCAT-1274668,Engineering,B,Delhi NCR,7.34,4,SME,0.274,69,48,0.76,13000,0,0,1,330000
AMCAT-1077184,Engineering,A,Delhi NCR,6.78,5,Startup,0.294,50,52,0.76,21500,0,0,1,100000
AMCAT-1035913,Engineering,B,Mumbai,6.15,3,Startup,0.214,66,53,0.76,18500,0,0,0,110000
AMCAT-1290109,Engineering,B,Delhi NCR,6.14,4,Startup,0.277,94,53,0.88,13000,1,1,1,215000
AMCAT-243279,Engineering,B,Delhi NCR,7.0,3,SME,0.247,56,53,0.84,19000,1,1,1,300000
AMCAT-332800,Engineering,B,Delhi NCR,6.1,4,Startup,0.207,32,48,0.76,14000,0,0,1,200000
AMCAT-1100533,Engineering,B,Bengaluru,6.86,4,SME,0.238,52,52,0.88,18500,0,1,1,400000
AMCAT-609914,Engineering,B,Delhi NCR,7.5,5,SME,0.299,57,52,0.76,14000,0,0,1,300000
AMCAT-242078,Engineering,B,Chennai,8.0,4,SME,0.29,10,48,0.84,14500,0,0,1,480000
AMCAT-285145,Engineering,B,Hyderabad,8.4,4,SME,0.297,8,69,0.78,15000,1,1,1,300000
AMCAT-452593,Engineering,B,Delhi NCR,6.91,5,SME,0.325,54,53,0.78,22000,1,1,1,465000
AMCAT-212005,Engineering,B,Delhi NCR,6.8,5,Startup,0.278,18,50,0.84,16000,0,0,0,270000
AMCAT-602267,Engineering,A,Hyderabad,8.57,6,SME,0.355,22,48,0.76,16000,0,0,0,320000
AMCAT-857517,Engineering,B,Delhi NCR,7.2,3,SME,0.263,53,48,0.84,16500,0,1,1,300000
AMCAT-356190,Engineering,B,Delhi NCR,6.77,4,Startup,0.2,26,50,0.78,13000,0,0,0,230000
AMCAT-1230190,Engineering,B,Delhi NCR,6.8,5,SME,0.28,79,52,0.88,13000,1,1,1,300000
AMCAT-614413,Engineering,B,Delhi NCR,6.2,5,Startup,0.339,76,53,0.88,16500,0,1,1,120000
AMCAT-108193,Engineering,B,Hyderabad,6.4,3,Startup,0.25,33,48,0.87,14000,0,0,1,130000
AMCAT-539191,Engineering,B,Hyderabad,6.88,4,SME,0.292,43,50,0.78,14500,0,0,1,440000
AMCAT-1250337,Engineering,B,Chennai,7.7,4,SME,0.3,3,50,0.88,14000,0,1,1,325000
AMCAT-324190,Engineering,B,Mumbai,5.0,2,Startup,0.179,21,46,0.78,15000,0,0,1,100000
AMCAT-798620,Engineering,B,Delhi NCR,8.79,4,SME,0.267,69,48,0.91,15000,1,1,1,400000
AMCAT-896540,Engineering,B,Bengaluru,5.75,5,SME,0.301,86,52,0.76,9000,0,0,1,400000
AMCAT-467504,Engineering,B,Delhi NCR,9.04,5,SME,0.284,75,49,0.78,15500,0,0,0,340000
AMCAT-1061897,Engineering,B,Chennai,7.6,5,Startup,0.308,58,48,0.76,11500,1,1,1,180000
AMCAT-533466,Engineering,B,Mumbai,6.38,5,Startup,0.322,72,41,0.78,10500,1,1,1,240000
AMCAT-841260,Engineering,B,Hyderabad,6.56,6,SME,0.355,70,52,0.84,14000,0,0,0,330000
AMCAT-333793,Engineering,B,Hyderabad,7.95,3,SME,0.256,100,48,0.78,14000,0,0,1,425000
AMCAT-325637,Engineering,B,Chennai,6.5,4,SME,0.263,35,53,0.78,12500,0,1,1,400000
AMCAT-1169332,Engineering,B,Mumbai,7.5,4,Startup,0.206,41,52,0.78,16000,0,0,0,120000
AMCAT-692945,Engineering,B,Chennai,7.6,3,SME,0.25,81,52,0.76,10500,0,0,1,320000
AMCAT-1231953,Engineering,B,Bengaluru,7.25,4,SME,0.208,70,52,0.88,13000,1,1,1,450000
AMCAT-273865,Engineering,B,Bengaluru,6.88,3,MNC,0.26,49,48,0.84,12500,0,0,1,500000
AMCAT-112617,Engineering,B,Bengaluru,6.5,5,SME,0.293,77,53,0.87,14000,1,1,1,445000
AMCAT-021229,Engineering,B,Bengaluru,6.2,4,MNC,0.25,67,48,0.68,14500,0,0,1,500000
AMCAT-1258895,Engineering,B,Mumbai,6.8,3,Startup,0.247,41,48,0.78,11500,0,0,1,205000
AMCAT-785378,Engineering,B,Delhi NCR,7.0,4,Startup,0.21,49,50,0.88,16000,1,1,1,170000
AMCAT-1122867,Engineering,B,Delhi NCR,6.93,4,SME,0.304,30,49,0.88,14000,1,1,1,305000
AMCAT-280505,Engineering,B,Hyderabad,7.8,4,MNC,0.277,85,53,0.84,9500,1,1,1,515000
AMCAT-329920,Engineering,B,Hyderabad,7.18,5,MNC,0.28,83,53,0.78,9000,0,1,1,1300000
AMCAT-321293,Engineering,B,Hyderabad,7.91,4,SME,0.325,49,48,0.78,14000,0,1,1,390000
AMCAT-330490,Engineering,B,Hyderabad,5.8,4,Startup,0.233,31,49,0.78,13500,0,0,0,165000
AMCAT-330647,Engineering,B,Hyderabad,7.72,4,SME,0.239,51,53,0.78,13500,1,1,1,430000
AMCAT-606548,Engineering,A,Delhi NCR,8.93,4,MNC,0.329,51,48,0.76,18000,0,0,1,630000
AMCAT-988346,Engineering,B,Delhi NCR,6.6,5,Startup,0.275,100,52,0.88,14500,0,0,1,85000
AMCAT-1259836,Engineering,B,Chennai,7.67,4,SME,0.267,94,52,0.76,16500,0,0,0,330000
AMCAT-212018,Engineering,B,Delhi NCR,7.07,3,Startup,0.269,69,57,0.84,11000,0,1,1,275000
AMCAT-513149,Engineering,B,Mumbai,7.12,3,Startup,0.231,28,50,0.78,11000,1,1,1,150000
AMCAT-1297805,Engineering,B,Delhi NCR,6.7,4,Startup,0.28,56,48,0.78,11500,0,0,0,210000
AMCAT-1075753,Engineering,B,Hyderabad,7.9,3,SME,0.262,91,53,0.91,14500,1,1,1,300000
AMCAT-1063131,Engineering,B,Hyderabad,7.53,4,Startup,0.304,7,52,0.88,17000,0,1,1,100000
AMCAT-264071,Engineering,B,Delhi NCR,6.93,6,SME,0.353,85,48,0.84,13000,0,1,1,365000
AMCAT-831967,Engineering,B,Hyderabad,8.06,5,SME,0.329,31,52,0.88,7500,0,1,1,305000
AMCAT-327623,Engineering,B,Delhi NCR,7.45,4,SME,0.327,52,50,0.78,9500,0,0,1,450000
AMCAT-538390,Engineering,B,Bengaluru,8.03,6,SME,0.372,40,52,0.78,12000,0,0,1,375000
AMCAT-102662,Engineering,B,Chennai,8.02,3,MNC,0.256,81,50,0.87,12500,1,1,1,1050000
AMCAT-669934,Engineering,B,Delhi NCR,6.9,4,Startup,0.266,0,53,0.76,13000,0,0,0,200000
AMCAT-203388,Engineering,B,Bengaluru,7.0,5,SME,0.336,100,48,0.84,14000,1,1,1,320000
AMCAT-342865,Engineering,B,Delhi NCR,6.29,4,Startup,0.202,45,57,0.88,13000,0,0,1,120000
AMCAT-676834,Engineering,B,Mumbai,6.48,5,SME,0.308,83,29,0.76,16500,0,0,1,380000
AMCAT-242775,Engineering,B,Bengaluru,7.2,3,Startup,0.233,55,48,0.84,12500,0,0,0,240000
AMCAT-555735,Engineering,B,Bengaluru,7.38,4,SME,0.247,74,50,0.76,12000,0,1,1,350000
AMCAT-320646,Engineering,B,Hyderabad,7.78,4,SME,0.333,21,53,0.78,15000,0,1,1,405000
AMCAT-869050,Engineering,B,Chennai,8.0,5,MNC,0.304,83,49,0.88,10000,1,1,1,505000
AMCAT-1262846,Engineering,B,Bengaluru,8.0,4,SME,0.336,76,48,0.88,15000,0,1,1,325000
AMCAT-614217,Engineering,B,Delhi NCR,6.28,4,Startup,0.282,50,49,0.88,14500,1,1,1,200000
AMCAT-350128,Engineering,B,Delhi NCR,7.2,6,SME,0.352,3,48,0.78,13500,1,1,1,340000
AMCAT-050216,Engineering,B,Delhi NCR,7.18,5,Startup,0.331,39,46,0.87,18000,1,1,1,160000
AMCAT-605611,Engineering,B,Mumbai,7.1,4,MNC,0.312,57,50,0.78,12500,0,0,0,550000
AMCAT-629345,Engineering,A,Bengaluru,8.66,5,SME,0.322,36,48,0.76,23000,1,1,1,335000
AMCAT-910069,Engineering,B,Chennai,7.24,4,SME,0.288,95,52,0.88,13500,1,1,1,420000
AMCAT-557677,Engineering,B,Delhi NCR,7.0,5,SME,0.304,69,48,0.78,11000,0,0,0,315000
AMCAT-319385,Engineering,B,Hyderabad,9.12,5,SME,0.278,28,69,0.78,14000,1,1,1,400000
AMCAT-345175,Engineering,B,Delhi NCR,6.24,5,MNC,0.312,31,53,0.87,11500,0,0,0,2000000
AMCAT-577489,Engineering,B,Delhi NCR,7.78,5,SME,0.359,75,57,0.76,12000,1,1,1,310000
AMCAT-032133,Engineering,B,Mumbai,5.98,4,Startup,0.277,66,52,0.68,15000,0,0,1,150000
AMCAT-094788,Engineering,B,Chennai,8.0,3,SME,0.254,0,48,0.68,15500,0,0,0,300000
AMCAT-963058,Engineering,B,Hyderabad,7.43,5,SME,0.319,65,52,0.88,12500,1,1,1,335000
AMCAT-439791,Engineering,B,Delhi NCR,6.01,4,SME,0.273,44,50,0.78,16500,0,0,1,350000
AMCAT-325567,Engineering,B,Chennai,7.71,3,SME,0.248,11,50,0.78,17000,0,0,1,380000
AMCAT-1133187,Engineering,B,Bengaluru,5.2,3,Startup,0.238,39,48,0.88,17500,1,1,1,150000
AMCAT-1293728,Engineering,B,Chennai,7.7,5,SME,0.28,23,48,0.91,15500,1,1,1,330000
AMCAT-503221,Engineering,B,Mumbai,7.5,5,SME,0.318,39,57,0.76,17500,1,1,1,350000
AMCAT-358389,Engineering,B,Delhi NCR,6.77,4,Startup,0.312,9,48,0.78,9500,1,1,1,140000
AMCAT-864186,Engineering,B,Delhi NCR,8.08,5,MNC,0.376,61,52,0.76,13000,1,1,1,515000
AMCAT-479805,Engineering,B,Chennai,7.8,3,Startup,0.267,22,53,0.78,12000,0,0,1,200000
AMCAT-330078,Engineering,B,Hyderabad,6.4,3,Startup,0.217,34,50,0.78,14500,0,0,0,230000
AMCAT-1066680,Engineering,B,Chennai,8.14,6,SME,0.394,94,48,0.88,12500,1,1,1,325000
AMCAT-806424,Engineering,B,Delhi NCR,8.27,5,SME,0.322,40,52,0.88,13500,0,1,1,350000
AMCAT-676401,Engineering,B,Mumbai,7.43,4,Startup,0.249,11,50,0.76,18500,1,1,1,105000
AMCAT-1143459,Engineering,B,Chennai,7.4,4,Startup,0.323,82,52,0.88,13500,1,1,1,275000
AMCAT-347313,Engineering,B,Delhi NCR,6.98,3,Startup,0.232,100,50,0.78,15000,0,1,1,260000
AMCAT-1034772,Engineering,B,Chennai,7.98,4,SME,0.324,52,48,0.76,13500,0,0,0,300000
AMCAT-1125683,Engineering,B,Hyderabad,7.17,5,Startup,0.28,82,48,0.76,14000,0,0,1,175000
AMCAT-786404,Engineering,B,Hyderabad,6.86,6,SME,0.36,33,52,0.76,14000,1,1,1,350000
AMCAT-847671,Engineering,B,Delhi NCR,6.43,4,Startup,0.282,55,48,0.78,15000,0,0,0,200000
AMCAT-247078,Engineering,B,Chennai,6.5,4,Startup,0.278,63,53,0.84,17000,0,0,1,275000
AMCAT-312286,Engineering,B,Hyderabad,6.35,4,SME,0.226,74,53,0.84,18000,0,1,1,395000
AMCAT-692823,Engineering,B,Chennai,7.86,4,MNC,0.33,51,50,0.76,15000,0,1,1,520000
AMCAT-272917,Engineering,B,Mumbai,6.75,4,Startup,0.26,44,50,0.84,15500,0,0,0,80000
AMCAT-662991,Engineering,B,Delhi NCR,7.6,4,Startup,0.231,81,50,0.84,11000,0,0,0,215000
AMCAT-607667,Engineering,B,Bengaluru,8.36,4,Startup,0.341,69,50,0.76,14000,1,1,1,275000
AMCAT-962376,Engineering,A,Delhi NCR,7.28,5,MNC,0.324,46,100,0.88,20500,1,1,1,700000
AMCAT-1088773,Engineering,B,Bengaluru,7.28,5,Startup,0.317,44,46,0.76,16000,0,0,1,240000
AMCAT-425274,Engineering,B,Delhi NCR,7.06,4,SME,0.233,85,53,0.78,14500,0,0,0,300000
AMCAT-1152429,Engineering,B,Mumbai,5.4,4,SME,0.3,64,52,0.76,16000,0,0,1,340000
AMCAT-324284,Engineering,B,Mumbai,6.23,5,MNC,0.295,56,46,0.78,15000,0,0,1,520000
AMCAT-668771,Engineering,B,Bengaluru,6.18,4,SME,0.292,46,57,0.76,17000,0,1,1,300000
AMCAT-244735,Engineering,B,Bengaluru,5.84,4,SME,0.265,22,48,0.84,14500,1,1,1,325000
AMCAT-619605,Engineering,B,Bengaluru,8.25,5,SME,0.344,87,57,0.76,13000,0,0,1,475000
AMCAT-034238,Engineering,A,Delhi NCR,7.34,4,MNC,0.32,55,57,0.87,19000,1,1,1,570000
AMCAT-514731,Engineering,B,Delhi NCR,7.9,5,SME,0.294,11,50,0.78,6500,0,0,1,445000
AMCAT-047476,Engineering,B,Chennai,6.7,4,Startup,0.308,32,48,0.87,15000,0,0,0,205000
AMCAT-1082927,Engineering,B,Chennai,8.78,5,SME,0.34,100,45,0.76,5000,0,0,1,340000
AMCAT-600997,Engineering,B,Delhi NCR,6.7,5,Startup,0.334,100,53,0.76,9500,1,1,1,240000
AMCAT-745903,Engineering,B,Hyderabad,7.51,6,SME,0.36,97,52,0.76,15000,1,1,1,300000
AMCAT-239868,Engineering,B,Bengaluru,8.28,5,MNC,0.303,77,53,0.84,15000,0,0,1,510000
AMCAT-922592,Engineering,B,Delhi NCR,7.3,5,Startup,0.313,14,48,0.88,11000,0,1,1,180000
AMCAT-937943,Engineering,B,Delhi NCR,7.22,3,Startup,0.21,32,50,0.88,12000,1,1,1,145000
AMCAT-334686,Engineering,B,Mumbai,7.22,5,SME,0.286,23,53,0.78,17500,1,1,1,410000
AMCAT-1262255,Engineering,B,Delhi NCR,6.5,4,SME,0.313,61,52,0.88,13000,0,0,1,315000
AMCAT-300968,Engineering,B,Bengaluru,7.24,4,SME,0.333,69,53,0.84,19500,1,1,1,450000
AMCAT-1238094,Engineering,B,Delhi NCR,8.8,4,Startup,0.276,43,52,0.91,14000,1,1,1,145000
AMCAT-1154787,Engineering,B,Chennai,8.63,4,SME,0.303,67,53,0.76,15000,0,0,1,335000
AMCAT-244386,Engineering,B,Chennai,7.0,3,Startup,0.263,47,48,0.84,18000,0,0,1,225000
AMCAT-436253,Engineering,A,Delhi NCR,7.61,4,Startup,0.284,16,53,0.78,18500,0,0,1,200000
AMCAT-649530,Engineering,B,Mumbai,5.86,6,SME,0.397,74,50,0.76,11500,0,0,1,350000
AMCAT-991880,Engineering,B,Delhi NCR,6.1,3,Startup,0.234,42,49,0.88,13500,0,1,1,200000
AMCAT-622495,Engineering,B,Delhi NCR,7.19,3,SME,0.256,26,50,0.78,14000,0,0,0,325000
AMCAT-988691,Engineering,B,Delhi NCR,6.0,3,Startup,0.263,85,52,0.88,10500,1,1,1,120000
AMCAT-309289,Engineering,B,Delhi NCR,7.6,5,SME,0.284,51,53,0.78,13500,1,1,1,385000
AMCAT-458867,Engineering,B,Delhi NCR,6.59,5,SME,0.308,89,50,0.76,12000,0,0,0,320000
AMCAT-407662,Engineering,B,Bengaluru,7.71,4,SME,0.267,59,50,0.78,16500,0,0,1,360000
AMCAT-552651,Engineering,B,Delhi NCR,6.89,3,SME,0.254,45,50,0.76,14000,0,0,1,325000
AMCAT-455057,Engineering,B,Delhi NCR,5.5,3,Startup,0.269,66,53,0.78,13500,0,1,1,240000
AMCAT-1115290,Engineering,B,Mumbai,6.25,3,Startup,0.244,63,44,0.76,13500,0,0,1,110000
AMCAT-1232895,Engineering,B,Delhi NCR,7.25,4,SME,0.257,100,52,0.88,14500,0,0,1,300000
AMCAT-995359,Engineering,B,Hyderabad,7.17,3,Startup,0.264,62,52,0.76,15500,0,0,0,220000
AMCAT-353118,Engineering,B,Bengaluru,7.44,4,SME,0.278,77,53,0.78,11500,0,0,0,415000
AMCAT-337629,Engineering,B,Chennai,9.23,4,SME,0.262,41,53,0.78,11500,0,0,1,300000
AMCAT-277278,Engineering,B,Delhi NCR,7.4,4,SME,0.217,43,49,0.84,17000,1,1,1,300000
AMCAT-1218624,Engineering,B,Pune,6.9,5,SME,0.27,43,50,0.88,13000,0,0,1,345000
AMCAT-121950,Engineering,B,Mumbai,6.4,4,MNC,0.284,24,53,0.87,10500,0,0,1,515000
AMCAT-814230,Engineering,B,Delhi NCR,6.58,5,Startup,0.292,32,48,0.76,15000,0,0,0,120000
AMCAT-1083098,Engineering,B,Chennai,8.25,6,SME,0.347,59,48,0.88,15000,1,1,1,400000
AMCAT-062159,Engineering,B,Mumbai,7.12,4,MNC,0.29,34,53,0.68,10000,0,0,1,860000
AMCAT-468083,Engineering,B,Mumbai,6.8,3,Startup,0.235,63,53,0.78,14500,0,1,1,100000
AMCAT-047767,Engineering,A,Delhi NCR,6.89,4,MNC,0.292,3,50,0.68,20000,0,0,1,800000
